S.No,Team Size,Release Frequency,Compliance,Scalability,Project Size,Project Length,Security Level,Recommended Tools
2084,Medium,Daily,High,Manual,Large,Medium,None,"CircleCI, GitHub, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
2085,Large,Monthly,Low,Auto-scaling,Small,Short,Strict,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
2086,Medium,Daily,Low,None,Large,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Terraform, JFrog Artifactory"
2087,Large,Monthly,Low,Auto-scaling,Large,Long,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2088,Large,Daily,Medium,None,Medium,Long,None,"Travis CI, GitHub, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
2089,Small,Weekly,Low,None,Large,Short,Strict,"Jenkins, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Terraform, JFrog Artifactory"
2090,Small,Weekly,High,None,Large,Long,Moderate,"Jenkins, GitLab, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
2091,Medium,Monthly,High,None,Small,Medium,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
2092,Small,Monthly,Low,Auto-scaling,Large,Long,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
2093,Medium,Monthly,Medium,Manual,Small,Medium,None,"CircleCI, Bitbucket, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2094,Small,Daily,High,Manual,Small,Short,Moderate,"Jenkins, GitHub, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
2095,Large,Monthly,Medium,None,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, Grafana, None, SonarQube, Terraform, Nexus Repository"
2096,Small,Daily,Medium,None,Medium,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, None, SonarQube, Terraform, Nexus Repository"
2097,Medium,Weekly,Medium,None,Large,Medium,Moderate,"CircleCI, GitLab, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
2098,Small,Monthly,High,Auto-scaling,Medium,Medium,Moderate,"Jenkins, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
2099,Small,Daily,High,Auto-scaling,Small,Medium,None,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2100,Large,Weekly,Medium,Manual,Small,Short,Strict,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
2101,Medium,Weekly,Low,None,Small,Short,Moderate,"CircleCI, GitLab, Docker, ELK Stack, None, SonarQube, Terraform, Nexus Repository"
2102,Small,Daily,High,Auto-scaling,Small,Long,Strict,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
2103,Large,Weekly,High,None,Medium,Short,Strict,"Travis CI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Terraform, Nexus Repository"
2104,Large,Weekly,High,Auto-scaling,Medium,Long,None,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2105,Medium,Weekly,Medium,Manual,Large,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
2106,Small,Weekly,Medium,Manual,Medium,Short,Moderate,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
2107,Small,Weekly,Medium,Manual,Small,Long,Strict,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
2108,Medium,Weekly,Medium,Auto-scaling,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
2109,Large,Daily,High,Auto-scaling,Large,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2110,Large,Daily,High,Manual,Large,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
2111,Medium,Weekly,Low,Manual,Medium,Medium,None,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2112,Large,Monthly,Medium,None,Medium,Long,None,"Travis CI, Bitbucket, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
2113,Medium,Weekly,High,Auto-scaling,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
2114,Large,Weekly,Medium,None,Medium,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2115,Small,Daily,Low,Auto-scaling,Medium,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
2116,Large,Daily,Medium,Auto-scaling,Medium,Long,None,"Travis CI, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2117,Small,Monthly,High,None,Medium,Long,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
2118,Large,Monthly,Medium,None,Medium,Long,Moderate,"Travis CI, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2119,Small,Daily,Medium,Auto-scaling,Large,Medium,Moderate,"Jenkins, GitHub, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2120,Small,Monthly,High,None,Small,Long,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
2121,Medium,Daily,Low,None,Large,Medium,Moderate,"CircleCI, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
2122,Medium,Daily,Medium,Manual,Medium,Short,None,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
2123,Small,Monthly,High,None,Large,Short,Moderate,"Jenkins, Bitbucket, Docker, Prometheus, None, SonarQube, Terraform, JFrog Artifactory"
2124,Large,Daily,Medium,Auto-scaling,Large,Short,None,"Travis CI, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
2125,Small,Weekly,High,Auto-scaling,Small,Long,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
2126,Large,Weekly,Medium,None,Large,Short,None,"Travis CI, GitLab, Docker, Grafana, None, OWASP ZAP, Terraform, JFrog Artifactory"
2127,Medium,Monthly,High,Auto-scaling,Small,Short,Strict,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
2128,Large,Monthly,Low,Auto-scaling,Small,Medium,None,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2129,Small,Weekly,High,None,Small,Long,None,"Jenkins, GitLab, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
2130,Medium,Daily,Medium,None,Large,Long,Moderate,"CircleCI, GitHub, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
2131,Large,Daily,Low,Manual,Medium,Short,None,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
2132,Small,Monthly,Medium,Manual,Large,Short,None,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
2133,Small,Weekly,Low,Auto-scaling,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
2134,Small,Daily,Medium,Manual,Small,Short,Strict,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
2135,Medium,Daily,Low,None,Small,Medium,None,"CircleCI, GitHub, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
2136,Large,Daily,Medium,None,Small,Long,Moderate,"Travis CI, GitHub, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2137,Medium,Daily,Low,None,Large,Long,Strict,"CircleCI, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
2138,Large,Daily,Low,Auto-scaling,Medium,Medium,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
2139,Large,Monthly,Medium,None,Medium,Long,None,"Travis CI, Bitbucket, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
2140,Small,Monthly,High,Auto-scaling,Large,Medium,Moderate,"Jenkins, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2141,Small,Monthly,Low,Auto-scaling,Small,Short,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
2142,Large,Monthly,High,Manual,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
2143,Small,Weekly,High,Manual,Small,Short,None,"Jenkins, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
2144,Medium,Daily,Medium,Manual,Small,Medium,None,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2145,Small,Weekly,Medium,Manual,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2146,Medium,Monthly,High,Manual,Small,Long,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2147,Small,Monthly,Low,Manual,Medium,Medium,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2148,Medium,Weekly,Medium,Manual,Medium,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2149,Small,Daily,Low,None,Small,Medium,None,"Jenkins, GitHub, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
2150,Large,Weekly,Medium,None,Small,Medium,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2151,Small,Weekly,High,None,Small,Short,Strict,"Jenkins, GitLab, Docker, Prometheus, None, HashiCorp Vault, Terraform, Nexus Repository"
2152,Large,Monthly,High,None,Small,Long,None,"Travis CI, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
2153,Medium,Weekly,Low,Manual,Small,Medium,None,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2154,Medium,Weekly,Low,Auto-scaling,Medium,Long,None,"CircleCI, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2155,Medium,Monthly,Medium,Auto-scaling,Large,Long,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2156,Large,Daily,Low,Manual,Medium,Short,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
2157,Small,Weekly,Medium,Auto-scaling,Medium,Long,None,"Jenkins, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2158,Small,Weekly,Low,Manual,Small,Long,Strict,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
2159,Medium,Weekly,High,Manual,Large,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
2160,Medium,Monthly,Medium,Auto-scaling,Medium,Medium,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
2161,Large,Daily,High,Auto-scaling,Medium,Medium,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
2162,Medium,Weekly,High,None,Small,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, None, SonarQube, Terraform, Nexus Repository"
2163,Medium,Weekly,Medium,Manual,Medium,Long,None,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2164,Large,Weekly,Medium,Manual,Medium,Long,None,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2165,Small,Weekly,High,Manual,Large,Medium,None,"Jenkins, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
2166,Medium,Weekly,Medium,Auto-scaling,Large,Medium,None,"CircleCI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
2167,Medium,Daily,High,Auto-scaling,Medium,Medium,None,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2168,Medium,Monthly,High,Manual,Medium,Medium,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2169,Large,Weekly,High,None,Medium,Long,Strict,"Travis CI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
2170,Large,Daily,High,None,Large,Long,None,"Travis CI, GitHub, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
2171,Small,Monthly,High,None,Medium,Short,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
2172,Medium,Daily,High,Auto-scaling,Large,Medium,Moderate,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2173,Medium,Weekly,Low,Manual,Small,Long,Moderate,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2174,Small,Daily,Medium,Auto-scaling,Medium,Long,None,"Jenkins, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2175,Large,Monthly,High,Auto-scaling,Medium,Medium,None,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2176,Small,Daily,Low,None,Large,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
2177,Medium,Daily,Low,Manual,Small,Long,Moderate,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2178,Medium,Daily,Low,Manual,Medium,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
2179,Medium,Monthly,High,Manual,Large,Long,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
2180,Medium,Daily,Medium,Auto-scaling,Small,Short,Moderate,"CircleCI, GitHub, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
2181,Small,Monthly,High,None,Medium,Long,Strict,"Jenkins, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
2182,Small,Weekly,High,Auto-scaling,Small,Short,Moderate,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Terraform, Nexus Repository"
2183,Small,Daily,Low,Manual,Large,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
2184,Small,Monthly,High,Auto-scaling,Small,Medium,Strict,"Jenkins, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
2185,Small,Weekly,Medium,None,Small,Medium,Strict,"Jenkins, GitLab, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
2186,Small,Weekly,Medium,Manual,Small,Short,None,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
2187,Medium,Weekly,Medium,None,Small,Long,Moderate,"CircleCI, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2188,Large,Monthly,High,Manual,Small,Short,Strict,"Travis CI, Bitbucket, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
2189,Medium,Weekly,Medium,Auto-scaling,Small,Long,None,"CircleCI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2190,Medium,Monthly,High,Auto-scaling,Large,Medium,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2191,Large,Monthly,Low,None,Medium,Medium,None,"Travis CI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
2192,Large,Monthly,Medium,None,Medium,Medium,Strict,"Travis CI, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
2193,Medium,Weekly,High,Manual,Small,Short,Strict,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
2194,Small,Monthly,High,None,Small,Short,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
2195,Small,Daily,Medium,Manual,Large,Medium,None,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
2196,Large,Weekly,Low,Auto-scaling,Small,Long,Moderate,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
2197,Small,Monthly,Medium,None,Small,Short,None,"Jenkins, Bitbucket, Docker, Grafana, None, OWASP ZAP, Terraform, Nexus Repository"
2198,Small,Monthly,High,None,Medium,Short,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
2199,Small,Monthly,High,None,Medium,Medium,None,"Jenkins, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
2200,Small,Monthly,Low,Manual,Small,Long,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
2201,Large,Monthly,Medium,None,Small,Short,Strict,"Travis CI, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Terraform, Nexus Repository"
2202,Medium,Monthly,High,Auto-scaling,Small,Long,None,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2203,Large,Monthly,High,Manual,Large,Short,None,"Travis CI, Bitbucket, Docker, Prometheus, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
2204,Small,Daily,Low,Auto-scaling,Medium,Medium,None,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2205,Large,Weekly,Medium,None,Medium,Medium,Strict,"Travis CI, GitLab, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
2206,Medium,Weekly,High,Manual,Medium,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
2207,Large,Daily,Medium,None,Medium,Short,None,"Travis CI, GitHub, Docker, Grafana, None, OWASP ZAP, Terraform, Nexus Repository"
2208,Large,Monthly,Medium,Auto-scaling,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2209,Medium,Daily,Low,Manual,Large,Long,None,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
2210,Large,Weekly,Medium,Auto-scaling,Medium,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
2211,Small,Daily,High,None,Large,Medium,None,"Jenkins, GitHub, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
2212,Large,Weekly,Medium,Manual,Small,Medium,None,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
2213,Large,Monthly,High,Auto-scaling,Small,Long,None,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
2214,Large,Monthly,High,None,Medium,Medium,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
2215,Medium,Weekly,High,Manual,Large,Medium,Moderate,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
2216,Large,Daily,Low,Auto-scaling,Small,Short,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, SonarQube, Terraform, Nexus Repository"
2217,Medium,Weekly,High,None,Small,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, None, SonarQube, Terraform, Nexus Repository"
2218,Medium,Daily,Low,None,Medium,Long,Strict,"CircleCI, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
2219,Large,Daily,High,Auto-scaling,Medium,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
2220,Large,Daily,High,None,Medium,Long,Strict,"Travis CI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
2221,Small,Weekly,Low,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitLab, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
2222,Small,Monthly,Low,Manual,Large,Short,Moderate,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
2223,Large,Monthly,Medium,None,Medium,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
2224,Small,Monthly,High,Auto-scaling,Large,Long,Moderate,"Jenkins, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
2225,Medium,Daily,Medium,Auto-scaling,Medium,Long,Strict,"CircleCI, GitHub, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
2226,Small,Weekly,Low,Auto-scaling,Large,Short,None,"Jenkins, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
2227,Small,Weekly,Low,None,Large,Medium,Strict,"Jenkins, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
2228,Medium,Monthly,Low,None,Medium,Medium,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
2229,Medium,Monthly,Medium,None,Small,Medium,Strict,"CircleCI, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
